"bacciballum –i n."	"bacciballum –ī n."	"pellet (?)"	"pellet (?)"	"61"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bacciballum"	"14269"	"Petronius, Satyricon: 26-78"
"Baiae (Biae) –arum f."	"Bāiae (Biae or Baae) –ārum f."	"Baiae"	"Baiae, a town on the Bay of Naples, west of Puteoli"	"53"	"2"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Baiae"	"3087"	"Petronius, Satyricon: 26-78"
"balatus –us m."	"bālātus –ūs m."	"bleating (of a sheep)"	"bleating (of a sheep)"	"57"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#balatus"	"8231"	"Petronius, Satyricon: 26-78"
"baliscus –i m."	"baliscus –ī m."	"bath"	"bath"	"42"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#baliscus"	"14269"	"Petronius, Satyricon: 26-78"
"balneator –oris m."	"balneātor –ōris m."	"a bath–keeper"	"a bath–keeper"	"53"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#balneator"	"9629"	"Petronius, Satyricon: 26-78"
"balneum (balineum) –i n. or balneus –i m. or balnae –arum f."	"balneum (balineum) –ī n. or balneus –ī m. or balnae –ārum f."	"a bath"	"a bath, a place for bathing "	"26"	"16"	"10"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#balneum"	"1784"	"Petronius, Satyricon: 26-78"
"barba –ae f."	"barba –ae f."	"beard"	"beard; dim. barbula, little beard)"	"29"	"4"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#barba"	"2117"	"Petronius, Satyricon: 26-78"
"barbaria –ae f. "	"barbaria –ae f. "	"a strange land, foreign country; barbarousness, brutality; barbarous language"	"a strange land, foreign country; barbarousness, brutality; barbarous language"	"68"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#barbaria"	"7289"	"Petronius, Satyricon: 26-78"
"barbatoria –ae f."	"barbātōria –ae f."	"a shaving of the beard"	"a shaving of the beard: facere, to shave the beard for the first time,"	"73"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#barbatoria"	"14269"	"Petronius, Satyricon: 26-78"
"barbatus –a –um"	"barbātus –a –um"	"having a beard, bearded"	"having a beard, bearded"	"40"	"2"	"2"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#barbatus"	"5561"	"Petronius, Satyricon: 26-78"
"barcala –ae m."	"barcala –ae m."	"blockhead, dummy"	"blockhead, dummy"	"67"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#barcala"	"14269"	"Petronius, Satyricon: 26-78"
"baro –onis m. "	"bārō –ōnis m. "	"blockhead, lout"	"blockhead, lout"	"53"	"3"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#baro"	"8231"	"Petronius, Satyricon: 26-78"
"basilica –ae f."	"basilica –ae f."	"a portico, basilica"	"a portico, basilica; in Rome, a public building used for a merchants’ exchange and for the courts"	"57"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#basilica"	"6884"	"Petronius, Satyricon: 26-78"
"basio basiare basiavi basiatus"	"bāsiō bāsiāre bāsiāvī bāsiātus"	"to kiss"	"to kiss"	"60"	"10"	"5"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#basio"	"3087"	"Petronius, Satyricon: 26-78"
"basium basi(i) n."	"bāsium bāsī(ī) n."	"kiss"	"kiss"	"31"	"6"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#basium"	"2664"	"Petronius, Satyricon: 26-78"
"beatitudo –inis f."	"beātitūdō –inis f."	"happiness, blissfulness"	"the condition of beatus, happiness, felicity, blessedness, beatitude"	"38"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#beatitudo"	"4694"	"Petronius, Satyricon: 26-78"
"beatus –a –um"	"beātus –a –um"	"happy, blessed"	"happy; blessed, prosperous, fortunate"	"57"	"2"	"2"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#beatus"	"766"	"Petronius, Satyricon: 26-78"
"bellus –a –um"	"bellus –a –um"	"pretty, handsome, suitable, nice"	"pretty, handsome, neat, pleasant, fine, agreeable, charming; suitable"	"42"	"13"	"10"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bellus"	"1169"	"Petronius, Satyricon: 26-78"
"bene; melius (comp.); optime (superl.)"	"bene; melius (comp.); optimē (superl.)"	"well"	"well"	"30"	"30"	"18"	"Adverb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bene"	"380"	"Petronius, Satyricon: 26-78"
"beneficium benefici(i) n."	"beneficium beneficī(ī) n."	"service, kindnes"	"kindness, favor, benefit, service, help; privilege, right"	"31"	"12"	"6"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#beneficium"	"1015"	"Petronius, Satyricon: 26-78"
"benemorius –a –um"	"benemōrius –a –um"	"of a good disposition"	"of a good disposition (bene-mos)"	"61"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#benemorius"	"14269"	"Petronius, Satyricon: 26-78"
"benignus –a –um"	"benīgnus –a –um"	"kind"	"kindly, generous, liberal"	"44"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#benignus"	"2325"	"Petronius, Satyricon: 26-78"
"besalis –e"	"besālis –e"	"worth a bes (two-thirds of an as); two-thirds"	"worth a bes (two-thirds of an as); two-thirds"	"58"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#besalis"	"14269"	"Petronius, Satyricon: 26-78"
"bestia –ae f."	"bestia –ae f."	"beast, creature"	"beast, creature"	"45"	"3"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bestia"	"1101"	"Petronius, Satyricon: 26-78"
"bestiarius –i m."	"bēstiārius –ī m."	"of or pertaining to beasts; (subst.) one who fights with wild beasts (in the shows)"	"of or pertaining to beasts: ludus, a fight with beasts; (subst.) one who fights with wild beasts (in the shows)"	"45"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bestiarius"	"14269"	"Petronius, Satyricon: 26-78"
"beta –ae f."	"bēta –ae f."	"beet"	"beet"	"56"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#beta"	"7742"	"Petronius, Satyricon: 26-78"
"bibliotheca –ae f."	"bibliothēca –ae f."	"library"	"library"	"48"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bibliotheca"	"5166"	"Petronius, Satyricon: 26-78"
"bibo bibere bibi"	"bibō bibere bibī"	"to drink"	"to drink; toast; visit, frequent (w/river name); drain, draw off; thirst for; suck, (fig.) wound"	"52"	"10"	"2"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bibo"	"632"	"Petronius, Satyricon: 26-78"
"bifurcus –a –um"	"bifurcus –a –um"	"two-pronged; neuter substantive, ""crotch""	"two-pronged; neuter substantive, ""crotch""	"62"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bifurcus"	"14269"	"Petronius, Satyricon: 26-78"
"bigae –arum f. pl"	"bīgae –ārum f. pl"	"team of two horses; car or chariot drawn by two horses; car"	"a team of two horses; a car or chariot drawn by two horses; a car; bigis in albis, in a chariot drawn by two white horses (> bis and iugum)"	"39"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bigae"	"6884"	"Petronius, Satyricon: 26-78"
"bilychnis –e"	"bilychnis –e"	"having two lights"	"having two lights"	"30"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bilychnis"	"14269"	"Petronius, Satyricon: 26-78"
"bimus –a –um"	"bīmus –a –um"	"of two winters, of two years"	"two years old, of two years, continuing two years"	"47"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bimus"	"9629"	"Petronius, Satyricon: 26-78"
"bini –ae –a"	"bīnī –ae –a"	"2 by 2"	"2 by 2"	"45"	"2"	"2"	"Number"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bini"	"2040"	"Petronius, Satyricon: 26-78"
"bis"	"bis"	"twice"	"twice (in composition bi–)"	"57"	"3"	"3"	"Number"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bis"	"771"	"Petronius, Satyricon: 26-78"
"bisaccium –i n."	"bisaccium –ī n."	"a double bag, saddle-bags"	"a double bag, saddle-bags"	"31"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bisaccium"	"14269"	"Petronius, Satyricon: 26-78"
"boletus –i m."	"bōlētus –ī m."	"a mushroom"	"a mushroom"	"38"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#boletus"	"5356"	"Petronius, Satyricon: 26-78"
"bonatus –a –um "	"bonātus –a –um "	"benign, naturally good"	"benign, naturally good"	"74"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bonatus"	"14269"	"Petronius, Satyricon: 26-78"
"bonum –i n."	"bonum –ī n."	"good thing; good; blessing"	"a good thing; good; blessing, happiness; comp., melius, oris, n., a better thing; melius est, it is better; in melius, for the better; to a better state; meliora, um, better things"	"33"	"4"	"4"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bonum"	"1184"	"Petronius, Satyricon: 26-78"
"bonus –a –um"	"bonus –a –um"	"good"	"good"	"30"	"40"	"18"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bonus"	"76"	"Petronius, Satyricon: 26-78"
"bos bovis m."	"bōs bovis m."	"ox"	"ox"	"39"	"6"	"6"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bos"	"1031"	"Petronius, Satyricon: 26-78"
"botulus –i m."	"botulus –ī m."	"a sausage "	"a sausage "	"49"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#botulus"	"9629"	"Petronius, Satyricon: 26-78"
"brachium brachi(i) n."	"brachium brachī(ī) n."	"arm"	"arm"	"54"	"5"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#brachium"	"866"	"Petronius, Satyricon: 26-78"
"Bromius –i m."	"Bromius –ī m."	"Bromius, a surname of Bacchus"	"Bromius, a surname of Bacchus"	"41"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Bromius"	"7289"	"Petronius, Satyricon: 26-78"
"bubula –ae f."	"būbula –ae f."	"meat from cattle, beef"	"meat from cattle, beef"	"35"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bubula"	"10620"	"Petronius, Satyricon: 26-78"
"bubulcus –i m."	"bubulcus –ī m."	"an oxdriver, herdsman"	"an oxdriver, herdsman"	"39"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bubulcus"	"10620"	"Petronius, Satyricon: 26-78"
"bubulus –a –um"	"būbulus –a –um"	"of or pertaining to cattle or oxen"	"of or pertaining to cattle or oxen"	"44"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bubulus"	"8231"	"Petronius, Satyricon: 26-78"
"bucca –ae f."	"bucca –ae f."	"the cheek"	"the cheek; a bawler, a mouthful"	"43"	"5"	"5"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bucca"	"4840"	"Petronius, Satyricon: 26-78"
"bucinator –oris m."	"būcinātor –ōris m."	"a trumpeter"	"a trumpeter"	"26"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bucinator"	"11988"	"Petronius, Satyricon: 26-78"
"bucinus –i m."	"būcinus –ī m."	"a trumpeter"	"a trumpeter"	"74"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bucinus"	"14269"	"Petronius, Satyricon: 26-78"
"bulla –ae f."	"bulla –ae f."	"bubble; locket, amulet; a boss"	"bubble; locket, amulet; a boss"	"30"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bulla"	"6884"	"Petronius, Satyricon: 26-78"
"bullatus –a –um"	"bullātus –a –um"	"wearing a bulla"	"wearing a bulla"	"60"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#bullatus"	"14269"	"Petronius, Satyricon: 26-78"
"burdubasta –ae m."	"burdubasta –ae m."	"lame donkey"	"lame donkey"	"45"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#burdubasta"	"14269"	"Petronius, Satyricon: 26-78"
"buxeus –a –um"	"buxeus –a –um"	"Of or pertaining to the boxwood-tree"	"of or pertaining to the boxwood-tree, made of boxwood, boxwood"	"58"	"2"	"2"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#buxeus"	"7742"	"Petronius, Satyricon: 26-78"
"C. =  Gaius –ii m."	"C. =  Gaius –iī m."	"abbreviation for the praenomen Gaius (Caius)"	"abbreviation for the praenomen Gaius (Caius)"	"30"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#C"	"1759"	"Petronius, Satyricon: 26-78"
"caccabus –i m."	"caccabus –ī m."	"saucepan"	"saucepan"	"55"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caccabus"	"11988"	"Petronius, Satyricon: 26-78"
"caco cacare cacavi cacatus"	"cacō cacāre cacāvī cacātus"	"to defecate"	"to defecate, defecate upon; defile with excrement"	"71"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caco"	"5780"	"Petronius, Satyricon: 26-78"
"cado cadere cecidi casum"	"cadō cadere cecidī cāsum"	"to fall"	"to fall, sink; die, be killed; derive from, proceed from (a source)"	"45"	"11"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#cado"	"310"	"Petronius, Satyricon: 26-78"
"caduceum –i n. "	"cādūceum –ī n. "	"a herald's staff, the token of a peaceable embassy"	"a herald's staff, the token of a peaceable embassy"	"29"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caduceum"	"9629"	"Petronius, Satyricon: 26-78"
"caedo caedere cecidi caesus"	"caedō caedere cecīdī caesus"	"to kill, strike, cut"	"to chop, hew, cut out/down/to pieces; strike, smite, murder; slaughter; sodomize"	"45"	"9"	"6"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caedo"	"840"	"Petronius, Satyricon: 26-78"
"caelum caeli n."	"caelum caelī n."	"sky, heaven"	"sky, heaven; weather, climate"	"44"	"20"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caelum"	"136"	"Petronius, Satyricon: 26-78"
"caelus –i m."	"caelus –ī m."	"sky (old form of caelum)"	"the sky, the firmament, the heavens (old form of caelum)"	"37"	"5"	"5"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caelus"	"5561"	"Petronius, Satyricon: 26-78"
"caepa –ae f."	"caepa (cēpa) –ae f. or or caepe (cēpe)  –is n."	"an onion"	"an onion"	"58"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caepa"	"9629"	"Petronius, Satyricon: 26-78"
"Caesar Caesaris m."	"Caesar Caesaris m."	"Caesar (name)"	"Caesar; often Julius Caesar or Augustus Caesar"	"51"	"12"	"6"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Caesar"	"124"	"Petronius, Satyricon: 26-78"
"caespes (cespes) –itis f."	"caespes (cespes) –itis f."	"turf"	"turf, sod (> caedo)"	"35"	"4"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caespes"	"3803"	"Petronius, Satyricon: 26-78"
"calathiscus –i m."	"calathiscus –ī m."	"a small basket"	"a small basket"	"41"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calathiscus"	"11988"	"Petronius, Satyricon: 26-78"
"calcitrosus –a –um "	"calcitrōsus –a –um "	"kicking, apt to kick"	"kicking, apt to kick"	"39"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calcitrosus"	"14269"	"Petronius, Satyricon: 26-78"
"calculus –i m."	"calculus –ī m."	"small stone; pebble"	"small stone; pebble"	"33"	"3"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calculus"	"4324"	"Petronius, Satyricon: 26-78"
"caldicerebrius –i m."	"caldicerebrius –ī m."	"hothead"	"hothead"	"45"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caldicerebrius"	"11988"	"Petronius, Satyricon: 26-78"
"calefacio –ere –feci –factus ; calefio calefieri calefactus sum (pass.)"	"calefaciō –ere –fēcī –factus ; calefīō calefierī calefactus sum (pass.)"	"to make hot"	"to make hot, glowing; (fig.), excite, arouse (> caleo and facio)"	"28"	"2"	"2"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calefacio"	"5356"	"Petronius, Satyricon: 26-78"
"caleo –ere –ui"	"caleō –ēre –uī"	"to be warm; to glow"	"to be warm; to glow"	"72"	"4"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caleo"	"2178"	"Petronius, Satyricon: 26-78"
"calida (calda) –ae f."	"calida (calda) –ae f."	"hot water"	"hot water"	"65"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calida"	"14269"	"Petronius, Satyricon: 26-78"
"calidus (caldus) –a –um"	"calidus (caldus) –a –um"	"warm, hot"	"warm, hot; fiery, lusty; eager, rash, on the spot; having a warm climate/place"	"41"	"4"	"4"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calidus"	"1374"	"Petronius, Satyricon: 26-78"
"caliga –ae f."	"caliga –ae f."	"a shoe of leather, half-boot, soldier’s boot"	"a shoe of leather, half-boot, soldier’s boot"	"69"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caliga"	"9629"	"Petronius, Satyricon: 26-78"
"caligarius –a –um"	"caligārius –a –um"	"of or pertaining to the soldier's boot"	"of or pertaining to the soldier's boot"	"74"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caligarius"	"14269"	"Petronius, Satyricon: 26-78"
"calix –icis m."	"calix –icis m."	"dish; drinking cup"	"dish; drinking cup"	"52"	"3"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calix"	"2624"	"Petronius, Satyricon: 26-78"
"calva –ae f."	"calva –ae f."	"the scalp, bald head; hazelnuts (?)"	"the scalp, bald head; in pl., smooth nuts, perhaps hazlenuts (nuces calvae)"	"66"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calva"	"14269"	"Petronius, Satyricon: 26-78"
"calvus –a –um"	"calvus –a –um"	"bald, hairless"	"bald, hairless"	"27"	"4"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calvus"	"3986"	"Petronius, Satyricon: 26-78"
"calx calcis f. and rarely m."	"calx calcis f. and rarely m."	"the heel"	"the heel ; the hoof of a horse, the fore foot, or hoof; a spur"	"46"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#calx"	"3705"	"Petronius, Satyricon: 26-78"
"camella –ae f."	"camella –ae f."	"wine-cup, cup"	"a kind of drinking vessel, a wine-goblet, wine-cup, cup"	"64"	"4"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#camella"	"9629"	"Petronius, Satyricon: 26-78"
"camera –ae f."	"camera –ae f."	"a vault, room"	"a vault, an arched roof, arch; chamber, room"	"30"	"3"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#camera"	"5780"	"Petronius, Satyricon: 26-78"
"canalis –is m."	"canālis –is m."	"canal; passage"	"a pipe, groove, channel, canal, passage for a fluid, conduit; perhaps also something relating to dogs (?)"	"56"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#canalis"	"5356"	"Petronius, Satyricon: 26-78"
"cancer cancri m. "	"cancer cancrī m. "	"crab; a malignant disease, tumor"	"crab; a malignant disease, tumor, gangrene"	"35"	"4"	"4"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#cancer"	"5166"	"Petronius, Satyricon: 26-78"
"candelabrum –i n. or candelabrus –i m."	"candēlābrum –ī n. or candēlābrus –ī m."	"a candlestick, chandelier, lamp-stand"	"a candlestick, chandelier, lamp-stand"	"64"	"4"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#candelabrum"	"5356"	"Petronius, Satyricon: 26-78"
"candidus –a –um"	"candidus –a –um"	"shining white, clear, bright"	"shining white, clear, bright; fair; kind"	"60"	"9"	"3"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#candidus"	"882"	"Petronius, Satyricon: 26-78"
"caninus –a –um"	"canīnus –a –um"	"of a dog, canine"	"of a dog, canine"	"43"	"2"	"2"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caninus"	"8231"	"Petronius, Satyricon: 26-78"
"canis canis m. or f."	"canis canis m. or f."	"dog"	"dog"	"29"	"13"	"12"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#canis"	"656"	"Petronius, Satyricon: 26-78"
"canorus –a –um"	"canōrus –a –um"	"harmonious"	"tuneful, harmonious; resounding (> cano)"	"59"	"2"	"2"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#canorus"	"4548"	"Petronius, Satyricon: 26-78"
"cantabundus –a –um"	"cantābundus –a –um"	"singing"	"singing"	"62"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#cantabundus"	"14269"	"Petronius, Satyricon: 26-78"
"canticum –i n"	"canticum –ī n"	"a solo song, incantation"	"a musical monologue, recitative, monody; magical incantation"	"31"	"3"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#canticum"	"3986"	"Petronius, Satyricon: 26-78"
"canto cantare cantavi cantatus"	"cantō cantāre cantāvī cantātus"	"to sing, play"	"to sing, play"	"28"	"9"	"9"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#canto"	"1471"	"Petronius, Satyricon: 26-78"
"canturio canturire "	"canturiō canturīre "	"to chirp"	"to chirp"	"64"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#canturio"	"14269"	"Petronius, Satyricon: 26-78"
"capax –acis"	"capāx –ācis"	"spacious"	"containing much, wide, large, spacious, roomy, capacious"	"65"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#capax"	"4098"	"Petronius, Satyricon: 26-78"
"capillatus –a –um"	"capillātus –a –um"	"long–haired"	"long–haired"	"27"	"6"	"6"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#capillatus"	"5780"	"Petronius, Satyricon: 26-78"
"capillus capilli m."	"capillus capillī m."	"hair"	"hair"	"38"	"12"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#capillus"	"854"	"Petronius, Satyricon: 26-78"
"capio capere cepi captus"	"capiō capere cēpī captus"	"to seize"	"to seize, take (up), capture; win"	"50"	"13"	"3"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#capio"	"156"	"Petronius, Satyricon: 26-78"
"capis –idis f."	"capis –idis f."	"a bowl with one handle, used in sacrifices"	"a bowl with one handle, used in sacrifices"	"52"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#capis"	"14269"	"Petronius, Satyricon: 26-78"
"capistrum –i n. "	"capistrum –ī n. "	"a halter"	"a leather muzzle for animals"	"47"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#capistrum"	"6543"	"Petronius, Satyricon: 26-78"
"capo –onis m."	"cāpō –ōnis m. or cāpus –ī m."	"a capon (a gelded rooster)"	"a capon (a gelded rooster)"	"59"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#capo"	"10620"	"Petronius, Satyricon: 26-78"
"Cappadoces –um m."	"Cappadocēs –um m."	"Cappadocians"	"Cappadocians, inhabitants of Cappadocia"	"69"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Cappadoces"	"6543"	"Petronius, Satyricon: 26-78"
"Cappadox –ocis m."	"Cappadox –ocis m."	"Cappadocian"	"Cappadocian"	"63"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Cappadox"	"8231"	"Petronius, Satyricon: 26-78"
"Capricornus –i m."	"Capricornus –ī m."	"Capricorn (having a goat's horns), the sign of the zodiac which the sun enters at the winter solstice"	"Capricorn (having a goat's horns), the sign of the zodiac which the sun enters at the winter solstice"	"35"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Capricornus"	"9629"	"Petronius, Satyricon: 26-78"
"capsella (capsula) –ae f."	"capsella (capsula) –ae f."	"a small box or coffer"	"a small box or coffer"	"67"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#capsella"	"14269"	"Petronius, Satyricon: 26-78"
"Capua –ae f."	"Capua –ae f."	"Capua"	"Capua (city southeast of Rome)"	"62"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Capua"	"6543"	"Petronius, Satyricon: 26-78"
"caput capitis n."	"caput capitis n."	"head, one’s life; capital punishment"	"head, one’s life; capital punishment"	"26"	"45"	"10"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#caput"	"159"	"Petronius, Satyricon: 26-78"
"carbunculus –i m."	"carbunculus –ī m."	"a small coal, a tumor, a carbuncle"	"a small coal, a tumor, a carbuncle"	"55"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#carbunculus"	"11988"	"Petronius, Satyricon: 26-78"
